boro,boardNumber,agencyAcronym,responseId,communityBoardID,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,siteAddress,siteSiteName,siteFacilityName,siteCrossStreet1,siteCrossStreet2,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,currentFYRanking
Brooklyn,9,DOT,3161,BK9,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Improve mobility options, including bike share and car share","Improve mobility options, including bike share and car share",,"As pedestrians, cyclists and motorists jostle for use of our neighborhood streets, the streets have become more unsafe. Additional traffic safety measures can be taken to allow for the safe use of the streets by all. There should also be strategically place commercial loading zones to prevent double parking by trucks while allow businesses to receiving goods and services for their businesses. ",No,,,,,,,,,,,,,,49
Brooklyn,9,DOT,3162,BK9,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Improve mobility options, including bike share and car share","Improve mobility options, including bike share and car share",,"As pedestrians, cyclists and motorists jostle for use of our neighborhood streets, the streets have become more unsafe. Additional traffic safety measures can be taken to allow for the safe use of the streets by all. Installation of micro-mobility lanes would give certain lightweight vehicles space on streets deterring individuals from using the sidewalks. ",No,,,,,,,,,,,,,,50
Brooklyn,9,DOT,3163,BK9,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Improve mobility options, including bike share and car share","Improve mobility options, including bike share and car share",,Installation of electric car charging stations strategically positioned throughout the district for charging connectivity. A focus of the installation should be on the charging stations network coexisting with current infrastructure and future development. ,No,,,,,,,,,,,,,,52
Brooklyn,9,DOT,3164,BK9,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Improve mobility options, including bike share and car share","Improve mobility options, including bike share and car share",,"Expansion of Dollar Van services, especially along Flatbush, could be a viable options for commuters as buses see continuous delays. ",No,,,,,,,,,,,,,,53
Manhattan,5,DOT,3165,MN5,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Improve mobility options, including bike share and car share","Improve mobility options, including bike share and car share",,Locate bike charging station within CB5 district,Yes,,,throughout CB5 district,,,,,,,,,,,26
Manhattan,12,DOT,3166,MN12,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Improve mobility options, including bike share and car share","Improve mobility options, including bike share and car share",,Analyze RSD Upper Roadway between W158th and W. 165th and implement any recommended changes to improve safety and flow of traffic.,No,,,,,,,,,,,,,,43
Queens,6,DOT,3167,QN6,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Improve mobility options, including bike share and car share","Improve mobility options, including bike share and car share",,"This request calls for the funding and completion of bike lane projects in the district, including the completion of the redesign of Queens Boulevard and any other bike lane projects proposed by DOT safety studies or through Community Workshops.",No,,,,,,,,,,,,,,17
Bronx,9,NYCTA,3168,BX9,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve bus cleanliness, safety or maintenance","Improve bus cleanliness, safety or maintenance",,"We have received many complaints of the buses not being clean. Also received complaints that the cloth chairs are unsanitary. Moreover, the buses on the BX05 are old buses.",No,,,,,,,,,,,,,,3
Brooklyn,9,NYCTA,3169,BK9,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve bus cleanliness, safety or maintenance","Improve bus cleanliness, safety or maintenance",,Increasing the frequency of cleaning the bus stations should help reduce litter piling up at bus stops. Loose litter prevents drainage especially at the SBS-B44 bus stops. ,Yes,,Nostrand Avenue,,Sterling Street,Sterling Street,,,,,,,,,32
Bronx,5,NYCTA,3170,BX5,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Capital,Transit Infrastructure,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.","Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",,"Install an Elevator/Escalator at the IRT #4 Burnside Avenue Station.  The IRT #4 Burnside Avenue Station is heavily used in Bronx Community Board 5. It is highly elevated facility having three sets of stairs before a passenger arrives at the mezzanine level. Disabled individuals, people with carriages/strollers and seniors have a difficult time getting to the platform of this station serves as a main gateway to Bronx Community College, Roberto Clemente State Park and other institutions in our district. The community has signed a petition with over 1000 signatures for an elevator/escalator at this station.",No,,,,,,,,,,,,,,2
Bronx,6,NYCTA,3171,BX6,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Capital,Transit Infrastructure,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.","Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",Continued Support,The E 174th Street station does not have elevators or escalators to provide ADA access.,No,,,,,,,,,,,,,,
Bronx,7,NYCTA,3172,BX7,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Capital,Transit Infrastructure,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.","Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",Continued Support,This project was awarded under MTA 2020-2024 Capital Improvement Program; the Board will continue to monitor the design process and the installation/construction of the ADA Compliant Elevator at the #4 subway line at Mosholu Parkway until completion.   ,Yes,,,Mosholu Parkway Station (4 Train),,,,,,,,,,,
Brooklyn,3,NYCTA,3173,BK3,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Capital,Transit Infrastructure,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.","Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",,The board requests the installation of elevators at the recently re-opened Bedford Avenue entrances at the Nostrand Avenue (A/C) subway line. An elevator on the north side of Fulton Street and the another on the south side of Fulton Street will create street-level access to the express A train. Additional elevators should be installed on each A train platform allowing access to the local C train.,Yes,"Bedford Avenue & Fulton Street, Brooklyn, NY",,Nostrand Avenue (A/C),,,,,,,,,,,14
Brooklyn,6,NYCTA,3174,BK6,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Capital,Transit Infrastructure,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.","Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",,"Due to the pending increase in population just one block north due to the now approved Gowanus Rezoning, and given that a significant portion of that new population expected to be seniors, sufficient funds are requested for the identification, design, and construction of handicapped access elements, preferably elevators, for the Smith-9th Street subway the station, which happens to be the highest elevated public transit point in the entire world. Despite a recent comprehensive station rehabilitation, escalators at this station are still prone to frequent service disruptions. This station is also the only subway stop nearest to the Red Hook community, a neighborhood woefully under-served by transportation options.",No,,,,,,,,,,,,,,1
Brooklyn,7,NYCTA,3175,BK7,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Capital,Transit Infrastructure,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.","Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",,Add 3 elevators and rehabilitate the 15th Street/Prospect Park station on the F line to improve station and ensure it is handicap accessible,Yes,,,15th Street station,,,,,,,,,,,17
